user_id,user_first_touch_timestamp,email,updated
UA000000102366890,1592212993997420,null,2022-01-28T20:14:29.786+0000
UA000000102367267,1592213261996233,reginald75@hotmail.com,2022-01-28T20:14:29.786+0000
UA000000102367413,1592213372135452,null,2022-01-28T20:14:29.786+0000
UA000000102367585,1592213470056991,null,2022-01-28T20:14:29.786+0000
UA000000102367785,1592213601854827,null,2022-01-28T20:14:29.786+0000
UA000000102368080,1592213814219860,thomas54@craig.info,2022-01-28T20:14:29.786+0000
UA000000102368292,1592213957110988,null,2022-01-28T20:14:29.786+0000
UA000000102368355,1592213995387295,null,2022-01-28T20:14:29.786+0000
UA000000102368744,1592214238641141,null,2022-01-28T20:14:29.786+0000
UA000000102368745,1592214239380036,levans13@hotmail.com,2022-01-28T20:14:29.786+0000
UA000000102368815,1592214290565896,null,2022-01-28T20:14:29.786+0000
UA000000102368963,1592214379023283,null,2022-01-28T20:14:29.786+0000
UA000000102369292,1592214591152615,null,2022-01-28T20:14:29.786+0000
UA000000102369657,1592214802184997,null,2022-01-28T20:14:29.786+0000
UA000000102369752,1592214853716912,null,2022-01-28T20:14:29.786+0000
UA000000102369840,1592214904134026,null,2022-01-28T20:14:29.786+0000
UA000000102370020,1592215009725673,null,2022-01-28T20:14:29.786+0000
UA000000102370128,1592215072193386,null,2022-01-28T20:14:29.786+0000
UA000000102370160,1592215097106957,null,2022-01-28T20:14:29.786+0000
UA000000102370297,1592215174871429,null,2022-01-28T20:14:29.786+0000
UA000000102370376,1592215223648818,null,2022-01-28T20:14:29.786+0000
UA000000102370392,1592215229140979,null,2022-01-28T20:14:29.786+0000
UA000000102370417,1592215241526298,null,2022-01-28T20:14:29.786+0000
UA000000102370584,1592215329460374,null,2022-01-28T20:14:29.786+0000
UA000000102370977,1592215529447189,null,2022-01-28T20:14:29.786+0000
UA000000102371131,1592215604849423,wlarson@sanchez.info,2022-01-28T20:14:29.786+0000
UA000000102371165,1592215622342612,null,2022-01-28T20:14:29.786+0000
UA000000102371608,1592215840165429,null,2022-01-28T20:14:29.786+0000
UA000000102371943,1592216025739553,null,2022-01-28T20:14:29.786+0000
UA000000102372226,1592216173079338,null,2022-01-28T20:14:29.786+0000
UA000000102372291,1592216206041994,jeffersondouglas@gmail.com,2022-01-28T20:14:29.786+0000
UA000000102372307,1592216216984429,null,2022-01-28T20:14:29.786+0000
UA000000102372419,1592216270397694,heathergeorge@taylor-smith.com,2022-01-28T20:14:29.786+0000
UA000000102372527,1592216325584980,null,2022-01-28T20:14:29.786+0000
UA000000102372555,1592216336750881,null,2022-01-28T20:14:29.786+0000
UA000000102372563,1592216343506936,null,2022-01-28T20:14:29.786+0000
UA000000102373060,1592216577630486,null,2022-01-28T20:14:29.786+0000
UA000000102373184,1592216641300776,null,2022-01-28T20:14:29.786+0000
UA000000102373332,1592216719757111,null,2022-01-28T20:14:29.786+0000
UA000000102373398,1592216749179758,null,2022-01-28T20:14:29.786+0000
UA000000102373434,1592216763864705,null,2022-01-28T20:14:29.786+0000
UA000000102373534,1592216822906455,null,2022-01-28T20:14:29.786+0000
UA000000102373540,1592216827630133,null,2022-01-28T20:14:29.786+0000
UA000000102373655,1592216892819051,null,2022-01-28T20:14:29.786+0000
UA000000102373671,1592216898299729,null,2022-01-28T20:14:29.786+0000
UA000000102373720,1592216918811904,null,2022-01-28T20:14:29.786+0000
UA000000102373779,1592216942482123,null,2022-01-28T20:14:29.786+0000
UA000000102373954,1592217033809708,null,2022-01-28T20:14:29.786+0000
UA000000102373978,1592217046155384,null,2022-01-28T20:14:29.786+0000
UA000000102374040,1592217076321385,null,2022-01-28T20:14:29.786+0000
UA000000102374100,1592217104291762,null,2022-01-28T20:14:29.786+0000
UA000000102374121,1592217114168818,null,2022-01-28T20:14:29.786+0000
UA000000102374682,1592217366936831,null,2022-01-28T20:14:29.786+0000
UA000000102374739,1592217390921219,null,2022-01-28T20:14:29.786+0000
UA000000102375039,1592217513062819,null,2022-01-28T20:14:29.786+0000
UA000000102375111,1592217546823786,null,2022-01-28T20:14:29.786+0000
UA000000102375174,1592217576510506,null,2022-01-28T20:14:29.786+0000
UA000000102375345,1592217650115836,null,2022-01-28T20:14:29.786+0000
UA000000102375427,1592217686373641,null,2022-01-28T20:14:29.786+0000
UA000000102375528,1592217729647390,null,2022-01-28T20:14:29.786+0000
UA000000102375698,1592217804499408,null,2022-01-28T20:14:29.786+0000
UA000000102375768,1592217831660440,null,2022-01-28T20:14:29.786+0000
UA000000102375811,1592217850549483,null,2022-01-28T20:14:29.786+0000
UA000000102376485,1592218136424942,null,2022-01-28T20:14:29.786+0000
UA000000102376652,1592218198490445,null,2022-01-28T20:14:29.786+0000
UA000000102376970,1592218338089268,null,2022-01-28T20:14:29.786+0000
UA000000102377104,1592218391540312,null,2022-01-28T20:14:29.786+0000
UA000000102377616,1592218602206124,brian2216@yahoo.com,2022-01-28T20:14:29.786+0000
UA000000102377693,1592218637053310,null,2022-01-28T20:14:29.786+0000
UA000000102378496,1592218933353439,null,2022-01-28T20:14:29.786+0000
UA000000102378510,1592218939260456,shirleyweaver@washington-atkins.com,2022-01-28T20:14:29.786+0000
UA000000102378543,1592218951033918,null,2022-01-28T20:14:29.786+0000
UA000000102379184,1592219187716688,bryantrick@clark.biz,2022-01-28T20:14:29.786+0000
UA000000102379186,1592219188216255,null,2022-01-28T20:14:29.786+0000
UA000000102379600,1592219340482317,null,2022-01-28T20:14:29.786+0000
UA000000102379674,1592219368155530,null,2022-01-28T20:14:29.786+0000
UA000000102379706,1592219376322340,null,2022-01-28T20:14:29.786+0000
UA000000102380014,1592219493311909,null,2022-01-28T20:14:29.786+0000
UA000000102380210,1592219558395172,null,2022-01-28T20:14:29.786+0000
UA000000102380229,1592219566426552,null,2022-01-28T20:14:29.786+0000
UA000000102380232,1592219567475243,null,2022-01-28T20:14:29.786+0000
UA000000102380287,1592219582847796,null,2022-01-28T20:14:29.786+0000
UA000000102380374,1592219609006061,null,2022-01-28T20:14:29.786+0000
UA000000102380380,1592219610503394,null,2022-01-28T20:14:29.786+0000
UA000000102380559,1592219673826458,gabriella50@knight.com,2022-01-28T20:14:29.786+0000
UA000000102380704,1592219724882688,null,2022-01-28T20:14:29.786+0000
UA000000102380943,1592219810478869,null,2022-01-28T20:14:29.786+0000
UA000000102381239,1592219917398168,null,2022-01-28T20:14:29.786+0000
UA000000102381319,1592219945537206,null,2022-01-28T20:14:29.786+0000
UA000000102381650,1592220058340008,null,2022-01-28T20:14:29.786+0000
UA000000102381682,1592220072416640,null,2022-01-28T20:14:29.786+0000
UA000000102381688,1592220074632837,null,2022-01-28T20:14:29.786+0000
UA000000102381701,1592220078278198,null,2022-01-28T20:14:29.786+0000
UA000000102381937,1592220162219347,null,2022-01-28T20:14:29.786+0000
UA000000102381943,1592220163935053,null,2022-01-28T20:14:29.786+0000
UA000000102381966,1592220169878141,null,2022-01-28T20:14:29.786+0000
UA000000102382162,1592220242131849,null,2022-01-28T20:14:29.786+0000
UA000000102382529,1592220368712723,michael65@bennett-nash.org,2022-01-28T20:14:29.786+0000
UA000000102382667,1592220413846940,null,2022-01-28T20:14:29.786+0000
UA000000102382675,1592220416137216,null,2022-01-28T20:14:29.786+0000
UA000000102382877,1592220486982652,null,2022-01-28T20:14:29.786+0000
UA000000102382901,1592220500945764,brandon26@yahoo.com,2022-01-28T20:14:29.786+0000
UA000000102383066,1592220550962998,null,2022-01-28T20:14:29.786+0000
UA000000102383125,1592220572625717,null,2022-01-28T20:14:29.786+0000
UA000000102383509,1592220699697153,null,2022-01-28T20:14:29.786+0000
UA000000102383681,1592220757494101,null,2022-01-28T20:14:29.786+0000
UA000000102384026,1592220857185270,walkerjeffrey@quinn.com,2022-01-28T20:14:29.786+0000
UA000000102384386,1592220966844485,null,2022-01-28T20:14:29.786+0000
UA000000102384447,1592220986632080,null,2022-01-28T20:14:29.786+0000
UA000000102384766,1592221080958401,null,2022-01-28T20:14:29.786+0000
UA000000102385043,1592221172393542,null,2022-01-28T20:14:29.786+0000
UA000000102385255,1592221248415021,null,2022-01-28T20:14:29.786+0000
UA000000102385307,1592221263163908,null,2022-01-28T20:14:29.786+0000
UA000000102385814,1592221416642459,null,2022-01-28T20:14:29.786+0000
UA000000102386337,1592221589365378,null,2022-01-28T20:14:29.786+0000
UA000000102386580,1592221652573625,null,2022-01-28T20:14:29.786+0000
UA000000102386715,1592221696767634,null,2022-01-28T20:14:29.786+0000
UA000000102386973,1592221766257813,null,2022-01-28T20:14:29.786+0000
UA000000102387180,1592221824464656,null,2022-01-28T20:14:29.786+0000
UA000000102387376,1592221879356352,null,2022-01-28T20:14:29.786+0000
UA000000102387630,1592221950493831,alexander08@yahoo.com,2022-01-28T20:14:29.786+0000
UA000000102387687,1592221966235748,null,2022-01-28T20:14:29.786+0000
UA000000102388050,1592222074304881,null,2022-01-28T20:14:29.786+0000
UA000000102388134,1592222093483848,null,2022-01-28T20:14:29.786+0000
UA000000102388363,1592222168305472,tblankenship@yahoo.com,2022-01-28T20:14:29.786+0000
UA000000102388374,1592222174749657,null,2022-01-28T20:14:29.786+0000
UA000000102388403,1592222180254501,null,2022-01-28T20:14:29.786+0000
UA000000102388583,1592222227920962,null,2022-01-28T20:14:29.786+0000
UA000000102388609,1592222234720752,null,2022-01-28T20:14:29.786+0000
UA000000102388651,1592222249203631,null,2022-01-28T20:14:29.786+0000
UA000000102388709,1592222265021732,null,2022-01-28T20:14:29.786+0000
UA000000102388897,1592222316827783,ngutierrez@craig.com,2022-01-28T20:14:29.786+0000
UA000000102388905,1592222318215968,null,2022-01-28T20:14:29.786+0000
UA000000102389191,1592222397200425,null,2022-01-28T20:14:29.786+0000
UA000000102389231,1592222407481922,awood@yahoo.com,2022-01-28T20:14:29.786+0000
UA000000102389306,1592222425016867,null,2022-01-28T20:14:29.786+0000
UA000000102389347,1592222437903474,null,2022-01-28T20:14:29.786+0000
UA000000102389361,1592222441170425,null,2022-01-28T20:14:29.786+0000
UA000000102389872,1592222588306043,greensarah@johnson-ballard.biz,2022-01-28T20:14:29.786+0000
UA000000102389920,1592222602174785,null,2022-01-28T20:14:29.786+0000
UA000000102389953,1592222614565014,kelly4447@gmail.com,2022-01-28T20:14:29.786+0000
UA000000102390125,1592222663229713,null,2022-01-28T20:14:29.786+0000
UA000000102390689,1592222818579903,null,2022-01-28T20:14:29.786+0000
UA000000102390822,1592222859802341,null,2022-01-28T20:14:29.786+0000
UA000000102390840,1592222865146781,martin29@yahoo.com,2022-01-28T20:14:29.786+0000
UA000000102391606,1592223082438295,null,2022-01-28T20:14:29.786+0000
UA000000102392001,1592223185276535,null,2022-01-28T20:14:29.786+0000
UA000000102392289,1592223260458826,lwalls@gmail.com,2022-01-28T20:14:29.786+0000
UA000000102392480,1592223314785172,null,2022-01-28T20:14:29.786+0000
UA000000102392600,1592223348559471,null,2022-01-28T20:14:29.786+0000
UA000000102392878,1592223416416961,millerjoseph@hotmail.com,2022-01-28T20:14:29.786+0000
UA000000102392956,1592223441980399,null,2022-01-28T20:14:29.786+0000
UA000000102393309,1592223532701306,null,2022-01-28T20:14:29.786+0000
UA000000102393358,1592223547962068,null,2022-01-28T20:14:29.786+0000
UA000000102393417,1592223566010829,null,2022-01-28T20:14:29.786+0000
UA000000102393475,1592223581498814,null,2022-01-28T20:14:29.786+0000
UA000000102393514,1592223591997702,null,2022-01-28T20:14:29.786+0000
UA000000102393515,1592223592427212,null,2022-01-28T20:14:29.786+0000
UA000000102393653,1592223632742026,null,2022-01-28T20:14:29.786+0000
UA000000102393734,1592223648962224,null,2022-01-28T20:14:29.786+0000
UA000000102393761,1592223654997318,null,2022-01-28T20:14:29.786+0000
UA000000102393980,1592223708695474,null,2022-01-28T20:14:29.786+0000
UA000000102394242,1592223777869495,null,2022-01-28T20:14:29.786+0000
UA000000102394296,1592223793253477,null,2022-01-28T20:14:29.786+0000
UA000000102394483,1592223835627885,null,2022-01-28T20:14:29.786+0000
UA000000102394550,1592223856378644,null,2022-01-28T20:14:29.786+0000
UA000000102394866,1592223934061392,null,2022-01-28T20:14:29.786+0000
UA000000102394886,1592223941197871,null,2022-01-28T20:14:29.786+0000
UA000000102394888,1592223941789313,feliciaclark@harris.com,2022-01-28T20:14:29.786+0000
UA000000102394944,1592223955857108,null,2022-01-28T20:14:29.786+0000
UA000000102395123,1592224000249847,null,2022-01-28T20:14:29.786+0000
UA000000102395516,1592224099557359,cowanlaura@edwards.biz,2022-01-28T20:14:29.786+0000
UA000000102395543,1592224106508627,null,2022-01-28T20:14:29.786+0000
UA000000102395844,1592224181217962,null,2022-01-28T20:14:29.786+0000
UA000000102396317,1592224299806684,null,2022-01-28T20:14:29.786+0000
UA000000102396515,1592224346345870,null,2022-01-28T20:14:29.786+0000
UA000000102396523,1592224348834993,null,2022-01-28T20:14:29.786+0000
UA000000102396595,1592224368929850,null,2022-01-28T20:14:29.786+0000
UA000000102396650,1592224379577224,null,2022-01-28T20:14:29.786+0000
UA000000102397234,1592224519364141,tmcintosh@gmail.com,2022-01-28T20:14:29.786+0000
UA000000102397601,1592224600788761,null,2022-01-28T20:14:29.786+0000
UA000000102397687,1592224622415614,null,2022-01-28T20:14:29.786+0000
UA000000102398071,1592224718519729,null,2022-01-28T20:14:29.786+0000
UA000000102398340,1592224779009376,null,2022-01-28T20:14:29.786+0000
UA000000102398399,1592224790445510,null,2022-01-28T20:14:29.786+0000
UA000000102398466,1592224804736288,null,2022-01-28T20:14:29.786+0000
UA000000102398619,1592224838945121,null,2022-01-28T20:14:29.786+0000
UA000000102398623,1592224840224777,null,2022-01-28T20:14:29.786+0000
UA000000102398695,1592224856729360,null,2022-01-28T20:14:29.786+0000
UA000000102398756,1592224874955913,null,2022-01-28T20:14:29.786+0000
UA000000102398975,1592224931112329,null,2022-01-28T20:14:29.786+0000
UA000000102399107,1592224963013950,null,2022-01-28T20:14:29.786+0000
UA000000102399108,1592224963525470,null,2022-01-28T20:14:29.786+0000
UA000000102399172,1592224981674971,null,2022-01-28T20:14:29.786+0000
UA000000102399329,1592225018299465,null,2022-01-28T20:14:29.786+0000
UA000000102399459,1592225050990001,null,2022-01-28T20:14:29.786+0000
UA000000102399629,1592225099643764,null,2022-01-28T20:14:29.786+0000
UA000000102399777,1592225133165429,null,2022-01-28T20:14:29.786+0000
UA000000102399804,1592225140331697,pgarcia65@hotmail.com,2022-01-28T20:14:29.786+0000
UA000000102400068,1592225203391018,null,2022-01-28T20:14:29.786+0000
UA000000102400581,1592225329190940,null,2022-01-28T20:14:29.786+0000
UA000000102400930,1592225415495476,null,2022-01-28T20:14:29.786+0000
UA000000102401164,1592225470176931,null,2022-01-28T20:14:29.786+0000
UA000000102401386,1592225519812340,null,2022-01-28T20:14:29.786+0000
UA000000102401490,1592225546806087,michellejohnson@snyder.com,2022-01-28T20:14:29.786+0000
UA000000102401514,1592225553285539,null,2022-01-28T20:14:29.786+0000
UA000000102401559,1592225563553081,null,2022-01-28T20:14:29.786+0000
UA000000102401581,1592225568451771,null,2022-01-28T20:14:29.786+0000
UA000000102401718,1592225603178310,mccanndavid@fletcher-benitez.com,2022-01-28T20:14:29.786+0000
UA000000102401900,1592225644828057,null,2022-01-28T20:14:29.786+0000
UA000000102401985,1592225667252548,null,2022-01-28T20:14:29.786+0000
UA000000102402092,1592225689530383,null,2022-01-28T20:14:29.786+0000
UA000000102402200,1592225715900318,null,2022-01-28T20:14:29.786+0000
UA000000102402304,1592225736811646,null,2022-01-28T20:14:29.786+0000
UA000000102402393,1592225753809139,null,2022-01-28T20:14:29.786+0000
UA000000102402507,1592225779480730,mbrown@reid-anderson.com,2022-01-28T20:14:29.786+0000
UA000000102402536,1592225786088052,null,2022-01-28T20:14:29.786+0000
UA000000102402819,1592225850339926,null,2022-01-28T20:14:29.786+0000
UA000000102402938,1592225879138978,null,2022-01-28T20:14:29.786+0000
UA000000102402982,1592225886852432,null,2022-01-28T20:14:29.786+0000
UA000000102403087,1592225908283346,null,2022-01-28T20:14:29.786+0000
UA000000102403284,1592225957218042,null,2022-01-28T20:14:29.786+0000
UA000000102403289,1592225957930365,null,2022-01-28T20:14:29.786+0000
UA000000102403661,1592226040356955,michael55@reid.info,2022-01-28T20:14:29.786+0000
UA000000102403682,1592226044396973,ylane@riley.com,2022-01-28T20:14:29.786+0000
UA000000102404170,1592226152560303,null,2022-01-28T20:14:29.786+0000
UA000000102404241,1592226170151891,null,2022-01-28T20:14:29.786+0000
UA000000102404300,1592226185598506,null,2022-01-28T20:14:29.786+0000
UA000000102404313,1592226188761008,null,2022-01-28T20:14:29.786+0000
UA000000102404607,1592226255955486,null,2022-01-28T20:14:29.786+0000
UA000000102404764,1592226292185837,null,2022-01-28T20:14:29.786+0000
UA000000102404768,1592226293185805,null,2022-01-28T20:14:29.786+0000
UA000000102405323,1592226414811094,null,2022-01-28T20:14:29.786+0000
UA000000102405397,1592226432209597,kelly99@hotmail.com,2022-01-28T20:14:29.786+0000
UA000000102405484,1592226451992282,null,2022-01-28T20:14:29.786+0000
UA000000102405545,1592226465220891,null,2022-01-28T20:14:29.786+0000
UA000000102405558,1592226468206218,null,2022-01-28T20:14:29.786+0000
UA000000102405672,1592226496278695,hannahevans@gmail.com,2022-01-28T20:14:29.786+0000
UA000000102406010,1592226570593498,null,2022-01-28T20:14:29.786+0000
UA000000102406182,1592226602754683,null,2022-01-28T20:14:29.786+0000
UA000000102406549,1592226676601978,null,2022-01-28T20:14:29.786+0000
UA000000102406891,1592226755727574,pachecofernando@smith.info,2022-01-28T20:14:29.786+0000
UA000000102406943,1592226767818587,null,2022-01-28T20:14:29.786+0000
UA000000102407067,1592226793274919,millerbenjamin79@gmail.com,2022-01-28T20:14:29.786+0000
UA000000102407084,1592226796490217,null,2022-01-28T20:14:29.786+0000
UA000000102407330,1592226852357888,null,2022-01-28T20:14:29.786+0000
UA000000102407368,1592226861086823,null,2022-01-28T20:14:29.786+0000
UA000000102407392,1592226866821237,john63@williams.info,2022-01-28T20:14:29.786+0000
UA000000102407410,1592226871331526,null,2022-01-28T20:14:29.786+0000
UA000000102407541,1592226897880128,victoria99@trevino-hood.com,2022-01-28T20:14:29.786+0000
UA000000102407613,1592226914136921,null,2022-01-28T20:14:29.786+0000
UA000000102407753,1592226945995381,null,2022-01-28T20:14:29.786+0000
UA000000102407871,1592226972532692,null,2022-01-28T20:14:29.786+0000
UA000000102408084,1592227020512129,null,2022-01-28T20:14:29.786+0000
UA000000102408176,1592227041578983,null,2022-01-28T20:14:29.786+0000
UA000000102408551,1592227118652432,null,2022-01-28T20:14:29.786+0000
UA000000102408726,1592227161375123,null,2022-01-28T20:14:29.786+0000
UA000000102409479,1592227322278135,null,2022-01-28T20:14:29.786+0000
UA000000102409711,1592227368966848,null,2022-01-28T20:14:29.786+0000
UA000000102409763,1592227378973731,null,2022-01-28T20:14:29.786+0000
UA000000102409872,1592227399660439,null,2022-01-28T20:14:29.786+0000
UA000000102409978,1592227420221696,null,2022-01-28T20:14:29.786+0000
UA000000102410159,1592227455094899,dcunningham@alexander.net,2022-01-28T20:14:29.786+0000
UA000000102410255,1592227473749474,null,2022-01-28T20:14:29.786+0000
UA000000102410272,1592227479722808,null,2022-01-28T20:14:29.786+0000
UA000000102410448,1592227518412768,null,2022-01-28T20:14:29.786+0000
UA000000102410465,1592227522064564,matthew2064@hotmail.com,2022-01-28T20:14:29.786+0000
UA000000102410527,1592227534592481,null,2022-01-28T20:14:29.786+0000
UA000000102410669,1592227567118894,null,2022-01-28T20:14:29.786+0000
UA000000102410771,1592227591015162,null,2022-01-28T20:14:29.786+0000
UA000000102410951,1592227629321205,null,2022-01-28T20:14:29.786+0000
UA000000102410954,1592227630341319,null,2022-01-28T20:14:29.786+0000
UA000000102411098,1592227657118380,null,2022-01-28T20:14:29.786+0000
UA000000102411604,1592227764452271,null,2022-01-28T20:14:29.786+0000
UA000000102411674,1592227777246524,null,2022-01-28T20:14:29.786+0000
UA000000102411998,1592227847614881,null,2022-01-28T20:14:29.786+0000
UA000000102412045,1592227859534660,null,2022-01-28T20:14:29.786+0000
UA000000102412058,1592227863073813,null,2022-01-28T20:14:29.786+0000
UA000000102412245,1592227902887319,null,2022-01-28T20:14:29.786+0000
UA000000102412410,1592227937975003,jhendricks@yahoo.com,2022-01-28T20:14:29.786+0000
UA000000102412507,1592227957596153,null,2022-01-28T20:14:29.786+0000
UA000000102412550,1592227969177507,null,2022-01-28T20:14:29.786+0000
UA000000102412679,1592227992686125,null,2022-01-28T20:14:29.786+0000
UA000000102412700,1592227996549474,null,2022-01-28T20:14:29.786+0000
UA000000102412716,1592228000161716,null,2022-01-28T20:14:29.786+0000
UA000000102412797,1592228017120682,aimee16@wilson-torres.com,2022-01-28T20:14:29.786+0000
UA000000102413129,1592228083719057,bensoncharles@gmail.com,2022-01-28T20:14:29.786+0000
UA000000102413349,1592228125533196,null,2022-01-28T20:14:29.786+0000
UA000000102413417,1592228138475209,null,2022-01-28T20:14:29.786+0000
UA000000102413483,1592228151608117,null,2022-01-28T20:14:29.786+0000
UA000000102413565,1592228168681138,null,2022-01-28T20:14:29.786+0000
UA000000102413747,1592228205620201,yforbes@yahoo.com,2022-01-28T20:14:29.786+0000
UA000000102413750,1592228205880500,null,2022-01-28T20:14:29.786+0000
UA000000102413781,1592228214155181,null,2022-01-28T20:14:29.786+0000
UA000000102414078,1592228278885130,null,2022-01-28T20:14:29.786+0000
UA000000102414139,1592228288886280,null,2022-01-28T20:14:29.786+0000
UA000000102414192,1592228300463881,null,2022-01-28T20:14:29.786+0000
UA000000102414197,1592228300954454,null,2022-01-28T20:14:29.786+0000
UA000000102414243,1592228310622404,null,2022-01-28T20:14:29.786+0000
UA000000102414405,1592228345783935,null,2022-01-28T20:14:29.786+0000
UA000000102415031,1592228470228836,null,2022-01-28T20:14:29.786+0000
UA000000102415271,1592228512162059,null,2022-01-28T20:14:29.786+0000
UA000000102415430,1592228546172672,null,2022-01-28T20:14:29.786+0000
UA000000102415513,1592228562778598,null,2022-01-28T20:14:29.786+0000
UA000000102415599,1592228580334082,xjohnson@brown-rose.com,2022-01-28T20:14:29.786+0000
UA000000102415659,1592228593261476,null,2022-01-28T20:14:29.786+0000
UA000000102415742,1592228611682061,null,2022-01-28T20:14:29.786+0000
UA000000102416145,1592228690039404,whiteholly@hernandez.biz,2022-01-28T20:14:29.786+0000
UA000000102416352,1592228734285253,null,2022-01-28T20:14:29.786+0000
UA000000102416408,1592228746459260,zbeard@wood.info,2022-01-28T20:14:29.786+0000
UA000000102416462,1592228756541590,bgarcia@butler.info,2022-01-28T20:14:29.786+0000
UA000000102416559,1592228772757898,null,2022-01-28T20:14:29.786+0000
UA000000102416680,1592228796063919,null,2022-01-28T20:14:29.786+0000
